path,relative_path,class,label,source
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5237.png,test/Normal/roiant22_1n_5237.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5239.png,test/Normal/roiant22_1n_5239.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5241.png,test/Normal/roiant22_1n_5241.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5243.png,test/Normal/roiant22_1n_5243.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5245.png,test/Normal/roiant22_1n_5245.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5247.png,test/Normal/roiant22_1n_5247.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5249.png,test/Normal/roiant22_1n_5249.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5251.png,test/Normal/roiant22_1n_5251.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5253.png,test/Normal/roiant22_1n_5253.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5255.png,test/Normal/roiant22_1n_5255.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5257.png,test/Normal/roiant22_1n_5257.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5259.png,test/Normal/roiant22_1n_5259.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5261.png,test/Normal/roiant22_1n_5261.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5263.png,test/Normal/roiant22_1n_5263.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5265.png,test/Normal/roiant22_1n_5265.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5267.png,test/Normal/roiant22_1n_5267.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5269.png,test/Normal/roiant22_1n_5269.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5271.png,test/Normal/roiant22_1n_5271.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5273.png,test/Normal/roiant22_1n_5273.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5275.png,test/Normal/roiant22_1n_5275.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5277.png,test/Normal/roiant22_1n_5277.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5279.png,test/Normal/roiant22_1n_5279.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5281.png,test/Normal/roiant22_1n_5281.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5283.png,test/Normal/roiant22_1n_5283.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5285.png,test/Normal/roiant22_1n_5285.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5287.png,test/Normal/roiant22_1n_5287.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5289.png,test/Normal/roiant22_1n_5289.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5291.png,test/Normal/roiant22_1n_5291.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5293.png,test/Normal/roiant22_1n_5293.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5295.png,test/Normal/roiant22_1n_5295.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5297.png,test/Normal/roiant22_1n_5297.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5299.png,test/Normal/roiant22_1n_5299.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5301.png,test/Normal/roiant22_1n_5301.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5303.png,test/Normal/roiant22_1n_5303.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5305.png,test/Normal/roiant22_1n_5305.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5307.png,test/Normal/roiant22_1n_5307.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5309.png,test/Normal/roiant22_1n_5309.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5311.png,test/Normal/roiant22_1n_5311.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5313.png,test/Normal/roiant22_1n_5313.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5315.png,test/Normal/roiant22_1n_5315.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5317.png,test/Normal/roiant22_1n_5317.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5319.png,test/Normal/roiant22_1n_5319.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5321.png,test/Normal/roiant22_1n_5321.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5323.png,test/Normal/roiant22_1n_5323.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5325.png,test/Normal/roiant22_1n_5325.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5327.png,test/Normal/roiant22_1n_5327.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5329.png,test/Normal/roiant22_1n_5329.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5331.png,test/Normal/roiant22_1n_5331.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5333.png,test/Normal/roiant22_1n_5333.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5335.png,test/Normal/roiant22_1n_5335.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5337.png,test/Normal/roiant22_1n_5337.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5339.png,test/Normal/roiant22_1n_5339.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5341.png,test/Normal/roiant22_1n_5341.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5343.png,test/Normal/roiant22_1n_5343.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5345.png,test/Normal/roiant22_1n_5345.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5347.png,test/Normal/roiant22_1n_5347.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5349.png,test/Normal/roiant22_1n_5349.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5351.png,test/Normal/roiant22_1n_5351.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5353.png,test/Normal/roiant22_1n_5353.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5355.png,test/Normal/roiant22_1n_5355.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5357.png,test/Normal/roiant22_1n_5357.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5359.png,test/Normal/roiant22_1n_5359.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5361.png,test/Normal/roiant22_1n_5361.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5363.png,test/Normal/roiant22_1n_5363.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5365.png,test/Normal/roiant22_1n_5365.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5367.png,test/Normal/roiant22_1n_5367.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5369.png,test/Normal/roiant22_1n_5369.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5371.png,test/Normal/roiant22_1n_5371.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5373.png,test/Normal/roiant22_1n_5373.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5375.png,test/Normal/roiant22_1n_5375.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5377.png,test/Normal/roiant22_1n_5377.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5379.png,test/Normal/roiant22_1n_5379.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5381.png,test/Normal/roiant22_1n_5381.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5383.png,test/Normal/roiant22_1n_5383.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5385.png,test/Normal/roiant22_1n_5385.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5387.png,test/Normal/roiant22_1n_5387.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5389.png,test/Normal/roiant22_1n_5389.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5391.png,test/Normal/roiant22_1n_5391.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5393.png,test/Normal/roiant22_1n_5393.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5395.png,test/Normal/roiant22_1n_5395.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5397.png,test/Normal/roiant22_1n_5397.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5399.png,test/Normal/roiant22_1n_5399.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5401.png,test/Normal/roiant22_1n_5401.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5403.png,test/Normal/roiant22_1n_5403.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5405.png,test/Normal/roiant22_1n_5405.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5407.png,test/Normal/roiant22_1n_5407.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5409.png,test/Normal/roiant22_1n_5409.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5411.png,test/Normal/roiant22_1n_5411.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5413.png,test/Normal/roiant22_1n_5413.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5415.png,test/Normal/roiant22_1n_5415.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5417.png,test/Normal/roiant22_1n_5417.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5419.png,test/Normal/roiant22_1n_5419.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5421.png,test/Normal/roiant22_1n_5421.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5423.png,test/Normal/roiant22_1n_5423.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5425.png,test/Normal/roiant22_1n_5425.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5427.png,test/Normal/roiant22_1n_5427.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5429.png,test/Normal/roiant22_1n_5429.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5431.png,test/Normal/roiant22_1n_5431.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5433.png,test/Normal/roiant22_1n_5433.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5435.png,test/Normal/roiant22_1n_5435.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5437.png,test/Normal/roiant22_1n_5437.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5439.png,test/Normal/roiant22_1n_5439.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5441.png,test/Normal/roiant22_1n_5441.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5443.png,test/Normal/roiant22_1n_5443.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5445.png,test/Normal/roiant22_1n_5445.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5447.png,test/Normal/roiant22_1n_5447.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5449.png,test/Normal/roiant22_1n_5449.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5451.png,test/Normal/roiant22_1n_5451.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5453.png,test/Normal/roiant22_1n_5453.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5455.png,test/Normal/roiant22_1n_5455.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5457.png,test/Normal/roiant22_1n_5457.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5459.png,test/Normal/roiant22_1n_5459.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5461.png,test/Normal/roiant22_1n_5461.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5463.png,test/Normal/roiant22_1n_5463.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5465.png,test/Normal/roiant22_1n_5465.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5467.png,test/Normal/roiant22_1n_5467.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5469.png,test/Normal/roiant22_1n_5469.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5471.png,test/Normal/roiant22_1n_5471.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5473.png,test/Normal/roiant22_1n_5473.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5475.png,test/Normal/roiant22_1n_5475.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5477.png,test/Normal/roiant22_1n_5477.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5479.png,test/Normal/roiant22_1n_5479.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5481.png,test/Normal/roiant22_1n_5481.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5483.png,test/Normal/roiant22_1n_5483.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5485.png,test/Normal/roiant22_1n_5485.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5487.png,test/Normal/roiant22_1n_5487.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5489.png,test/Normal/roiant22_1n_5489.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5491.png,test/Normal/roiant22_1n_5491.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5493.png,test/Normal/roiant22_1n_5493.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5495.png,test/Normal/roiant22_1n_5495.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5497.png,test/Normal/roiant22_1n_5497.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5499.png,test/Normal/roiant22_1n_5499.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5501.png,test/Normal/roiant22_1n_5501.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5503.png,test/Normal/roiant22_1n_5503.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5505.png,test/Normal/roiant22_1n_5505.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5507.png,test/Normal/roiant22_1n_5507.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5509.png,test/Normal/roiant22_1n_5509.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5511.png,test/Normal/roiant22_1n_5511.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5513.png,test/Normal/roiant22_1n_5513.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5515.png,test/Normal/roiant22_1n_5515.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5517.png,test/Normal/roiant22_1n_5517.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5519.png,test/Normal/roiant22_1n_5519.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5521.png,test/Normal/roiant22_1n_5521.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5523.png,test/Normal/roiant22_1n_5523.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5525.png,test/Normal/roiant22_1n_5525.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5527.png,test/Normal/roiant22_1n_5527.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5529.png,test/Normal/roiant22_1n_5529.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5531.png,test/Normal/roiant22_1n_5531.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5533.png,test/Normal/roiant22_1n_5533.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5535.png,test/Normal/roiant22_1n_5535.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5537.png,test/Normal/roiant22_1n_5537.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5539.png,test/Normal/roiant22_1n_5539.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5541.png,test/Normal/roiant22_1n_5541.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5543.png,test/Normal/roiant22_1n_5543.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5545.png,test/Normal/roiant22_1n_5545.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5547.png,test/Normal/roiant22_1n_5547.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5549.png,test/Normal/roiant22_1n_5549.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5551.png,test/Normal/roiant22_1n_5551.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5553.png,test/Normal/roiant22_1n_5553.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5555.png,test/Normal/roiant22_1n_5555.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5557.png,test/Normal/roiant22_1n_5557.png,Normal,0,roiant22
/kaggle/input/datasets/manojkumar722004/100x100/100x100/test/Normal/roiant22_1n_5559.png,test/Normal/roiant22_1n_5559.png,Normal,0,roiant22
